# peelcost: trials=8 solver=ks_bmax_top16 heavy=6 seed=0xc057c0de
# cost model is a block-XOR proxy: matrix_xors + precode_gen + N*solve_width + solve_width^2/2 + H*solve_width
# precode schemes change width/generation estimates only; rank and constraint-row effects require precode_sim
N,bb,overhead,solver,structure,precode,D,ldpc_cols,dense_rows,H,trials,resid_cols_mu,resid_cols_max,resid_rows_mu,matrix_refs_mu,matrix_xors_mu,legacy_total_xors_mu,solve_width_mu,precode_gen_xors_mu,backsub_xors_mu,ge_block_xors_mu,heavy_muladds_mu,total_block_xors_mu
32000,102400,2,ks_bmax_top16,lt_m2_c512,ldpcdense,190,190,0,6,8,124.7500,150,126.7500,216704.5000,184702.5000,4192822.0000,320.7500,96190.0000,10264000.0000,51594.0000,1924.5000,10598411.0000
32000,102400,2,ks_bmax_top16,lt_m2_c1024,dense,190,0,190,6,8,119.8750,182,121.8750,240675.1250,208673.1250,4060183.7500,315.8750,80475.0000,10108000.0000,50338.9375,1895.2500,10449382.3125
32000,102400,2,ks_bmax_top16,lt_m2_c1024,ldpcdense,190,190,0,6,8,119.8750,182,121.8750,240675.1250,208673.1250,4060183.7500,315.8750,96190.0000,10108000.0000,50338.9375,1895.2500,10465097.3125
32000,102400,2,ks_bmax_top16,robust_d1_001_d2_003,dense,190,0,190,6,8,519.2500,571,521.2500,150013.0000,118011.0000,17005243.7500,715.2500,80475.0000,22888000.0000,256078.1250,4291.5000,23346855.6250
32000,102400,2,ks_bmax_top16,robust_d1_001_d2_003,ldpcdense,190,190,0,6,8,519.2500,571,521.2500,150013.0000,118011.0000,17005243.7500,715.2500,96190.0000,22888000.0000,256078.1250,4291.5000,23362570.6250
32000,102400,2,ks_bmax_top16,robust_d1_001_d2_012,dense,190,0,190,6,8,887.2500,964,889.2500,143140.1250,111138.1250,29294875.6250,1083.2500,80475.0000,34664000.0000,588090.5000,6499.5000,35450203.1250
32000,102400,2,ks_bmax_top16,robust_d1_001_d2_012,ldpcdense,190,190,0,6,8,887.2500,964,889.2500,143140.1250,111138.1250,29294875.6250,1083.2500,96190.0000,34664000.0000,588090.5000,6499.5000,35465918.1250
32000,102400,2,ks_bmax_top16,rs_c001_d50_c128,dense,190,0,190,6,8,230.3750,252,232.3750,177503.6250,145501.6250,7571329.2500,426.3750,80475.0000,13644000.0000,91044.9375,2558.2500,13963579.8125
32000,102400,2,ks_bmax_top16,rs_c001_d50_c128,ldpcdense,190,190,0,6,8,230.3750,252,232.3750,177503.6250,145501.6250,7571329.2500,426.3750,96190.0000,13644000.0000,91044.9375,2558.2500,13979294.8125
32000,102400,2,ks_bmax_top16,rs_c003_d10_c128,dense,190,0,190,6,8,207.2500,261,209.2500,181629.6250,149627.6250,6825505.8750,403.2500,80475.0000,12904000.0000,81560.8750,2419.5000,13218083.0000
32000,102400,2,ks_bmax_top16,rs_c003_d10_c128,ldpcdense,190,190,0,6,8,207.2500,261,209.2500,181629.6250,149627.6250,6825505.8750,403.2500,96190.0000,12904000.0000,81560.8750,2419.5000,13233798.0000
320,1048576,0,ks_bmax_top16,policy,dense,34,0,34,6,8,16.5000,19,16.5000,1125.0000,805.0000,6363.5000,56.5000,885.0000,18080.0000,1599.2500,339.0000,21708.2500
320,1048576,0,ks_bmax_top16,policy,ldpcdense,41,25,16,6,8,16.5000,19,16.5000,1125.0000,805.0000,6363.5000,63.5000,1825.0000,20320.0000,2019.2500,381.0000,25350.2500
320,1048576,0,ks_bmax_top16,lt_m1_c16,dense,34,0,34,6,8,16.5000,19,16.5000,1125.0000,805.0000,6363.5000,56.5000,885.0000,18080.0000,1599.2500,339.0000,21708.2500
320,1048576,0,ks_bmax_top16,lt_m1_c16,ldpcdense,41,25,16,6,8,16.5000,19,16.5000,1125.0000,805.0000,6363.5000,63.5000,1825.0000,20320.0000,2019.2500,381.0000,25350.2500
320,1048576,0,ks_bmax_top16,lt_m1_c32,dense,34,0,34,6,8,13.2500,16,13.2500,1344.6250,1024.6250,5443.3750,53.2500,885.0000,17040.0000,1419.3750,319.5000,20688.5000
320,1048576,0,ks_bmax_top16,lt_m1_c32,ldpcdense,41,25,16,6,8,13.2500,16,13.2500,1344.6250,1024.6250,5443.3750,60.2500,1825.0000,19280.0000,1816.6250,361.5000,24307.7500
320,1048576,0,ks_bmax_top16,lt_m1_c64,dense,34,0,34,6,8,12.3750,17,12.3750,1600.2500,1280.2500,5398.8750,52.3750,885.0000,16760.0000,1374.3125,314.2500,20613.8125
320,1048576,0,ks_bmax_top16,lt_m1_c64,ldpcdense,41,25,16,6,8,12.3750,17,12.3750,1600.2500,1280.2500,5398.8750,59.3750,1825.0000,19000.0000,1765.4375,356.2500,24226.9375
320,1048576,0,ks_bmax_top16,lt_m2_c96,dense,34,0,34,6,8,11.5000,14,11.5000,1701.1250,1381.1250,5195.3750,51.5000,885.0000,16480.0000,1327.1250,309.0000,20382.2500
320,1048576,0,ks_bmax_top16,lt_m2_c96,ldpcdense,41,25,16,6,8,11.5000,14,11.5000,1701.1250,1381.1250,5195.3750,58.5000,1825.0000,18720.0000,1712.1250,351.0000,23989.2500
320,1048576,0,ks_bmax_top16,lt_m2_c128,dense,34,0,34,6,8,13.5000,17,13.5000,1734.0000,1414.0000,5920.7500,53.5000,885.0000,17120.0000,1433.3750,321.0000,21173.3750
320,1048576,0,ks_bmax_top16,lt_m2_c128,ldpcdense,41,25,16,6,8,13.5000,17,13.5000,1734.0000,1414.0000,5920.7500,60.5000,1825.0000,19360.0000,1832.3750,363.0000,24794.3750
320,1048576,0,ks_bmax_top16,lt_m2_c256,dense,34,0,34,6,8,13.2500,16,13.2500,2026.1250,1706.1250,6126.8750,53.2500,885.0000,17040.0000,1420.3750,319.5000,21371.0000
320,1048576,0,ks_bmax_top16,lt_m2_c256,ldpcdense,41,25,16,6,8,13.2500,16,13.2500,2026.1250,1706.1250,6126.8750,60.2500,1825.0000,19280.0000,1817.6250,361.5000,24990.2500
320,1048576,0,ks_bmax_top16,lt_m2_c512,dense,34,0,34,6,8,12.1250,16,12.1250,2256.3750,1936.3750,5967.2500,52.1250,885.0000,16680.0000,1360.4375,312.7500,21174.5625
320,1048576,0,ks_bmax_top16,lt_m2_c512,ldpcdense,41,25,16,6,8,12.1250,16,12.1250,2256.3750,1936.3750,5967.2500,59.1250,1825.0000,18920.0000,1749.8125,354.7500,24785.9375
320,1048576,0,ks_bmax_top16,lt_m2_c1024,dense,34,0,34,6,8,12.1250,16,12.1250,2256.3750,1936.3750,5967.2500,52.1250,885.0000,16680.0000,1360.4375,312.7500,21174.5625
320,1048576,0,ks_bmax_top16,lt_m2_c1024,ldpcdense,41,25,16,6,8,12.1250,16,12.1250,2256.3750,1936.3750,5967.2500,59.1250,1825.0000,18920.0000,1749.8125,354.7500,24785.9375
320,1048576,0,ks_bmax_top16,robust_d1_001_d2_003,dense,34,0,34,6,8,12.6250,20,12.6250,1610.7500,1290.7500,5501.6250,52.6250,885.0000,16840.0000,1390.4375,315.7500,20721.9375
320,1048576,0,ks_bmax_top16,robust_d1_001_d2_003,ldpcdense,41,25,16,6,8,12.6250,20,12.6250,1610.7500,1290.7500,5501.6250,59.6250,1825.0000,19080.0000,1783.3125,357.7500,24336.8125
320,1048576,0,ks_bmax_top16,robust_d1_001_d2_012,dense,34,0,34,6,8,13.0000,18,13.0000,1486.8750,1166.8750,5501.8750,53.0000,885.0000,16960.0000,1407.5000,318.0000,20737.3750
320,1048576,0,ks_bmax_top16,robust_d1_001_d2_012,ldpcdense,41,25,16,6,8,13.0000,18,13.0000,1486.8750,1166.8750,5501.8750,60.0000,1825.0000,19200.0000,1803.0000,360.0000,24354.8750
320,1048576,0,ks_bmax_top16,rs_c001_d50_c128,dense,34,0,34,6,8,13.5000,17,13.5000,1902.2500,1582.2500,6090.5000,53.5000,885.0000,17120.0000,1434.1250,321.0000,21342.3750
320,1048576,0,ks_bmax_top16,rs_c001_d50_c128,ldpcdense,41,25,16,6,8,13.5000,17,13.5000,1902.2500,1582.2500,6090.5000,60.5000,1825.0000,19360.0000,1833.1250,363.0000,24963.3750
320,1048576,0,ks_bmax_top16,rs_c003_d10_c128,dense,34,0,34,6,8,18.8750,29,18.8750,2862.6250,2542.6250,8958.7500,58.8750,885.0000,18840.0000,1743.0625,353.2500,24363.9375
320,1048576,0,ks_bmax_top16,rs_c003_d10_c128,ldpcdense,41,25,16,6,8,18.8750,29,18.8750,2862.6250,2542.6250,8958.7500,65.8750,1825.0000,21080.0000,2179.6875,395.2500,28022.5625
320,1048576,1,ks_bmax_top16,policy,dense,34,0,34,6,8,14.0000,19,15.0000,1153.6250,832.6250,5527.8750,54.0000,885.0000,17280.0000,1460.6250,324.0000,20782.2500
320,1048576,1,ks_bmax_top16,policy,ldpcdense,41,25,16,6,8,14.0000,19,15.0000,1153.6250,832.6250,5527.8750,61.0000,1825.0000,19520.0000,1863.1250,366.0000,24406.7500
320,1048576,1,ks_bmax_top16,lt_m1_c16,dense,34,0,34,6,8,14.0000,19,15.0000,1153.6250,832.6250,5527.8750,54.0000,885.0000,17280.0000,1460.6250,324.0000,20782.2500
320,1048576,1,ks_bmax_top16,lt_m1_c16,ldpcdense,41,25,16,6,8,14.0000,19,15.0000,1153.6250,832.6250,5527.8750,61.0000,1825.0000,19520.0000,1863.1250,366.0000,24406.7500
320,1048576,1,ks_bmax_top16,lt_m1_c32,dense,34,0,34,6,8,14.1250,17,15.1250,1334.5000,1013.5000,5754.2500,54.1250,885.0000,17320.0000,1468.3125,324.7500,21011.5625
320,1048576,1,ks_bmax_top16,lt_m1_c32,ldpcdense,41,25,16,6,8,14.1250,17,15.1250,1334.5000,1013.5000,5754.2500,61.1250,1825.0000,19560.0000,1871.6875,366.7500,24636.9375
320,1048576,1,ks_bmax_top16,lt_m1_c64,dense,34,0,34,6,8,13.5000,18,14.5000,1642.1250,1321.1250,5848.8750,53.5000,885.0000,17120.0000,1437.1250,321.0000,21084.2500
320,1048576,1,ks_bmax_top16,lt_m1_c64,ldpcdense,41,25,16,6,8,13.5000,18,14.5000,1642.1250,1321.1250,5848.8750,60.5000,1825.0000,19360.0000,1836.1250,363.0000,24705.2500
320,1048576,1,ks_bmax_top16,lt_m2_c96,dense,34,0,34,6,8,12.0000,15,13.0000,1728.7500,1407.7500,5407.5000,52.0000,885.0000,16640.0000,1353.8750,312.0000,20598.6250
320,1048576,1,ks_bmax_top16,lt_m2_c96,ldpcdense,41,25,16,6,8,12.0000,15,13.0000,1728.7500,1407.7500,5407.5000,59.0000,1825.0000,18880.0000,1742.3750,354.0000,24209.1250
320,1048576,1,ks_bmax_top16,lt_m2_c128,dense,34,0,34,6,8,13.5000,19,14.5000,1841.3750,1520.3750,6045.1250,53.5000,885.0000,17120.0000,1435.6250,321.0000,21282.0000
320,1048576,1,ks_bmax_top16,lt_m2_c128,ldpcdense,41,25,16,6,8,13.5000,19,14.5000,1841.3750,1520.3750,6045.1250,60.5000,1825.0000,19360.0000,1834.6250,363.0000,24903.0000
320,1048576,1,ks_bmax_top16,lt_m2_c256,dense,34,0,34,6,8,9.6250,12,10.6250,1958.0000,1637.0000,4822.7500,49.6250,885.0000,15880.0000,1233.0625,297.7500,19932.8125
320,1048576,1,ks_bmax_top16,lt_m2_c256,ldpcdense,41,25,16,6,8,9.6250,12,10.6250,1958.0000,1637.0000,4822.7500,56.6250,1825.0000,18120.0000,1604.9375,339.7500,23526.6875
320,1048576,1,ks_bmax_top16,lt_m2_c512,dense,34,0,34,6,8,12.7500,16,13.7500,2111.1250,1790.1250,6052.6250,52.7500,885.0000,16880.0000,1394.8750,316.5000,21266.5000
320,1048576,1,ks_bmax_top16,lt_m2_c512,ldpcdense,41,25,16,6,8,12.7500,16,13.7500,2111.1250,1790.1250,6052.6250,59.7500,1825.0000,19120.0000,1788.6250,358.5000,24882.2500
320,1048576,1,ks_bmax_top16,lt_m2_c1024,dense,34,0,34,6,8,12.7500,16,13.7500,2111.1250,1790.1250,6052.6250,52.7500,885.0000,16880.0000,1394.8750,316.5000,21266.5000
320,1048576,1,ks_bmax_top16,lt_m2_c1024,ldpcdense,41,25,16,6,8,12.7500,16,13.7500,2111.1250,1790.1250,6052.6250,59.7500,1825.0000,19120.0000,1788.6250,358.5000,24882.2500
320,1048576,1,ks_bmax_top16,robust_d1_001_d2_003,dense,34,0,34,6,8,12.8750,18,13.8750,1529.3750,1208.3750,5515.1250,52.8750,885.0000,16920.0000,1401.9375,317.2500,20732.5625
320,1048576,1,ks_bmax_top16,robust_d1_001_d2_003,ldpcdense,41,25,16,6,8,12.8750,18,13.8750,1529.3750,1208.3750,5515.1250,59.8750,1825.0000,19160.0000,1796.5625,359.2500,24349.1875
320,1048576,1,ks_bmax_top16,robust_d1_001_d2_012,dense,34,0,34,6,8,13.1250,20,14.1250,1426.7500,1105.7500,5500.5000,53.1250,885.0000,17000.0000,1415.8125,318.7500,20725.3125
320,1048576,1,ks_bmax_top16,robust_d1_001_d2_012,ldpcdense,41,25,16,6,8,13.1250,20,14.1250,1426.7500,1105.7500,5500.5000,60.1250,1825.0000,19240.0000,1812.1875,360.7500,24343.6875
320,1048576,1,ks_bmax_top16,rs_c001_d50_c128,dense,34,0,34,6,8,13.3750,18,14.3750,2002.8750,1681.8750,6160.6250,53.3750,885.0000,17080.0000,1427.6875,320.2500,21394.8125
320,1048576,1,ks_bmax_top16,rs_c001_d50_c128,ldpcdense,41,25,16,6,8,13.3750,18,14.3750,2002.8750,1681.8750,6160.6250,60.3750,1825.0000,19320.0000,1825.8125,362.2500,25014.9375
320,1048576,1,ks_bmax_top16,rs_c003_d10_c128,dense,34,0,34,6,8,19.8750,24,20.8750,2952.1250,2631.1250,9415.6250,59.8750,885.0000,19160.0000,1797.3125,359.2500,24832.6875
320,1048576,1,ks_bmax_top16,rs_c003_d10_c128,ldpcdense,41,25,16,6,8,19.8750,24,20.8750,2952.1250,2631.1250,9415.6250,66.8750,1825.0000,21400.0000,2240.9375,401.2500,28498.3125
320,1048576,2,ks_bmax_top16,policy,dense,34,0,34,6,8,16.2500,23,18.2500,1147.3750,825.3750,6332.8750,56.2500,885.0000,18000.0000,1587.5000,337.5000,21635.3750
320,1048576,2,ks_bmax_top16,policy,ldpcdense,41,25,16,6,8,16.2500,23,18.2500,1147.3750,825.3750,6332.8750,63.2500,1825.0000,20240.0000,2005.7500,379.5000,25275.6250
320,1048576,2,ks_bmax_top16,lt_m1_c16,dense,34,0,34,6,8,16.2500,23,18.2500,1147.3750,825.3750,6332.8750,56.2500,885.0000,18000.0000,1587.5000,337.5000,21635.3750
320,1048576,2,ks_bmax_top16,lt_m1_c16,ldpcdense,41,25,16,6,8,16.2500,23,18.2500,1147.3750,825.3750,6332.8750,63.2500,1825.0000,20240.0000,2005.7500,379.5000,25275.6250
320,1048576,2,ks_bmax_top16,lt_m1_c32,dense,34,0,34,6,8,13.1250,17,15.1250,1333.1250,1011.1250,5416.2500,53.1250,885.0000,17000.0000,1414.4375,318.7500,20629.3125
320,1048576,2,ks_bmax_top16,lt_m1_c32,ldpcdense,41,25,16,6,8,13.1250,17,15.1250,1333.1250,1011.1250,5416.2500,60.1250,1825.0000,19240.0000,1810.8125,360.7500,24247.6875
320,1048576,2,ks_bmax_top16,lt_m1_c64,dense,34,0,34,6,8,10.3750,15,12.3750,1525.5000,1203.5000,4659.8750,50.3750,885.0000,16120.0000,1272.8125,302.2500,19783.5625
320,1048576,2,ks_bmax_top16,lt_m1_c64,ldpcdense,41,25,16,6,8,10.3750,15,12.3750,1525.5000,1203.5000,4659.8750,57.3750,1825.0000,18360.0000,1649.9375,344.2500,23382.6875
320,1048576,2,ks_bmax_top16,lt_m2_c96,dense,34,0,34,6,8,11.1250,16,13.1250,1621.8750,1299.8750,5010.7500,51.1250,885.0000,16360.0000,1309.3125,306.7500,20160.9375
320,1048576,2,ks_bmax_top16,lt_m2_c96,ldpcdense,41,25,16,6,8,11.1250,16,13.1250,1621.8750,1299.8750,5010.7500,58.1250,1825.0000,18600.0000,1691.6875,348.7500,23765.3125
320,1048576,2,ks_bmax_top16,lt_m2_c128,dense,34,0,34,6,8,11.0000,15,13.0000,1741.8750,1419.8750,5089.1250,51.0000,885.0000,16320.0000,1303.6250,306.0000,20234.5000
320,1048576,2,ks_bmax_top16,lt_m2_c128,ldpcdense,41,25,16,6,8,11.0000,15,13.0000,1741.8750,1419.8750,5089.1250,58.0000,1825.0000,18560.0000,1685.1250,348.0000,23838.0000
320,1048576,2,ks_bmax_top16,lt_m2_c256,dense,34,0,34,6,8,10.6250,15,12.6250,1909.5000,1587.5000,5124.8750,50.6250,885.0000,16200.0000,1283.0625,303.7500,20259.3125
320,1048576,2,ks_bmax_top16,lt_m2_c256,ldpcdense,41,25,16,6,8,10.6250,15,12.6250,1909.5000,1587.5000,5124.8750,57.6250,1825.0000,18440.0000,1661.9375,345.7500,23860.1875
320,1048576,2,ks_bmax_top16,lt_m2_c512,dense,34,0,34,6,8,10.8750,13,12.8750,1838.3750,1516.3750,5138.7500,50.8750,885.0000,16280.0000,1295.3125,305.2500,20281.9375
320,1048576,2,ks_bmax_top16,lt_m2_c512,ldpcdense,41,25,16,6,8,10.8750,13,12.8750,1838.3750,1516.3750,5138.7500,57.8750,1825.0000,18520.0000,1675.9375,347.2500,23884.5625
320,1048576,2,ks_bmax_top16,lt_m2_c1024,dense,34,0,34,6,8,10.8750,13,12.8750,1838.3750,1516.3750,5138.7500,50.8750,885.0000,16280.0000,1295.3125,305.2500,20281.9375
320,1048576,2,ks_bmax_top16,lt_m2_c1024,ldpcdense,41,25,16,6,8,10.8750,13,12.8750,1838.3750,1516.3750,5138.7500,57.8750,1825.0000,18520.0000,1675.9375,347.2500,23884.5625
320,1048576,2,ks_bmax_top16,robust_d1_001_d2_003,dense,34,0,34,6,8,10.5000,12,12.5000,1500.0000,1178.0000,4670.5000,50.5000,885.0000,16160.0000,1275.7500,303.0000,19801.7500
320,1048576,2,ks_bmax_top16,robust_d1_001_d2_003,ldpcdense,41,25,16,6,8,10.5000,12,12.5000,1500.0000,1178.0000,4670.5000,57.5000,1825.0000,18400.0000,1653.7500,345.0000,23401.7500
320,1048576,2,ks_bmax_top16,robust_d1_001_d2_012,dense,34,0,34,6,8,13.7500,19,15.7500,1404.1250,1082.1250,5705.6250,53.7500,885.0000,17200.0000,1448.0000,322.5000,20937.6250
320,1048576,2,ks_bmax_top16,robust_d1_001_d2_012,ldpcdense,41,25,16,6,8,13.7500,19,15.7500,1404.1250,1082.1250,5705.6250,60.7500,1825.0000,19440.0000,1848.7500,364.5000,24560.3750
320,1048576,2,ks_bmax_top16,rs_c001_d50_c128,dense,34,0,34,6,8,10.3750,14,12.3750,1727.3750,1405.3750,4857.7500,50.3750,885.0000,16120.0000,1270.8125,302.2500,19983.4375
320,1048576,2,ks_bmax_top16,rs_c001_d50_c128,ldpcdense,41,25,16,6,8,10.3750,14,12.3750,1727.3750,1405.3750,4857.7500,57.3750,1825.0000,18360.0000,1647.9375,344.2500,23582.5625
320,1048576,2,ks_bmax_top16,rs_c003_d10_c128,dense,34,0,34,6,8,17.7500,24,19.7500,2917.7500,2595.7500,8643.0000,57.7500,885.0000,18480.0000,1675.8750,346.5000,23983.1250
320,1048576,2,ks_bmax_top16,rs_c003_d10_c128,ldpcdense,41,25,16,6,8,17.7500,24,19.7500,2917.7500,2595.7500,8643.0000,64.7500,1825.0000,20720.0000,2104.6250,388.5000,27633.8750
3200,1048576,0,ks_bmax_top16,policy,dense,62,0,62,6,8,89.5000,105,89.5000,13250.5000,10050.5000,304574.0000,157.5000,8155.0000,504000.0000,12459.7500,945.0000,535610.2500
3200,1048576,0,ks_bmax_top16,policy,ldpcdense,55,43,12,6,8,89.5000,105,89.5000,13250.5000,10050.5000,304574.0000,150.5000,17673.0000,481600.0000,11381.7500,903.0000,521608.2500
3200,1048576,0,ks_bmax_top16,lt_m1_c16,dense,62,0,62,6,8,144.3750,155,144.3750,11267.0000,8067.0000,490946.3750,212.3750,8155.0000,679600.0000,22569.1875,1274.2500,719665.4375
3200,1048576,0,ks_bmax_top16,lt_m1_c16,ldpcdense,55,43,12,6,8,144.3750,155,144.3750,11267.0000,8067.0000,490946.3750,205.3750,17673.0000,657200.0000,21107.0625,1232.2500,705279.3125
3200,1048576,0,ks_bmax_top16,lt_m1_c32,dense,62,0,62,6,8,89.5000,105,89.5000,13250.5000,10050.5000,304574.0000,157.5000,8155.0000,504000.0000,12459.7500,945.0000,535610.2500
3200,1048576,0,ks_bmax_top16,lt_m1_c32,ldpcdense,55,43,12,6,8,89.5000,105,89.5000,13250.5000,10050.5000,304574.0000,150.5000,17673.0000,481600.0000,11381.7500,903.0000,521608.2500
3200,1048576,0,ks_bmax_top16,lt_m1_c64,dense,62,0,62,6,8,56.7500,82,56.7500,15318.1250,12118.1250,197109.8750,124.7500,8155.0000,399200.0000,7866.8750,748.5000,428088.5000
3200,1048576,0,ks_bmax_top16,lt_m1_c64,ldpcdense,55,43,12,6,8,56.7500,82,56.7500,15318.1250,12118.1250,197109.8750,117.7500,17673.0000,376800.0000,7018.1250,706.5000,414315.7500
3200,1048576,0,ks_bmax_top16,lt_m2_c96,dense,62,0,62,6,8,50.2500,59,50.2500,16604.0000,13404.0000,176787.0000,118.2500,8155.0000,378400.0000,7020.5000,709.5000,407689.0000
3200,1048576,0,ks_bmax_top16,lt_m2_c96,ldpcdense,55,43,12,6,8,50.2500,59,50.2500,16604.0000,13404.0000,176787.0000,111.2500,17673.0000,356000.0000,6217.2500,667.5000,393961.7500
3200,1048576,0,ks_bmax_top16,lt_m2_c128,dense,62,0,62,6,8,41.0000,58,41.0000,17597.3750,14397.3750,147350.8750,109.0000,8155.0000,348800.0000,5976.7500,654.0000,377983.1250
3200,1048576,0,ks_bmax_top16,lt_m2_c128,ldpcdense,55,43,12,6,8,41.0000,58,41.0000,17597.3750,14397.3750,147350.8750,102.0000,17673.0000,326400.0000,5238.2500,612.0000,364320.6250
3200,1048576,0,ks_bmax_top16,lt_m2_c256,dense,62,0,62,6,8,41.7500,53,41.7500,19244.0000,16044.0000,151419.2500,109.7500,8155.0000,351200.0000,6038.6250,658.5000,382096.1250
3200,1048576,0,ks_bmax_top16,lt_m2_c256,ldpcdense,55,43,12,6,8,41.7500,53,41.7500,19244.0000,16044.0000,151419.2500,102.7500,17673.0000,328800.0000,5294.8750,616.5000,368428.3750
3200,1048576,0,ks_bmax_top16,lt_m2_c512,dense,62,0,62,6,8,35.7500,42,35.7500,21879.2500,18679.2500,134382.0000,103.7500,8155.0000,332000.0000,5394.3750,622.5000,364851.1250
3200,1048576,0,ks_bmax_top16,lt_m2_c512,ldpcdense,55,43,12,6,8,35.7500,42,35.7500,21879.2500,18679.2500,134382.0000,96.7500,17673.0000,309600.0000,4692.6250,580.5000,351225.3750
3200,1048576,0,ks_bmax_top16,lt_m2_c1024,dense,62,0,62,6,8,34.7500,43,34.7500,24758.7500,21558.7500,133988.7500,102.7500,8155.0000,328800.0000,5290.0000,616.5000,364420.2500
3200,1048576,0,ks_bmax_top16,lt_m2_c1024,ldpcdense,55,43,12,6,8,34.7500,43,34.7500,24758.7500,21558.7500,133988.7500,95.7500,17673.0000,306400.0000,4595.2500,574.5000,350801.5000
3200,1048576,0,ks_bmax_top16,robust_d1_001_d2_003,dense,62,0,62,6,8,62.0000,86,62.0000,14907.8750,11707.8750,214090.3750,130.0000,8155.0000,416000.0000,8519.2500,780.0000,445162.1250
3200,1048576,0,ks_bmax_top16,robust_d1_001_d2_003,ldpcdense,55,43,12,6,8,62.0000,86,62.0000,14907.8750,11707.8750,214090.3750,123.0000,17673.0000,393600.0000,7633.7500,738.0000,431352.6250
3200,1048576,0,ks_bmax_top16,robust_d1_001_d2_012,dense,62,0,62,6,8,96.5000,125,96.5000,14110.3750,10910.3750,329321.1250,164.5000,8155.0000,526400.0000,13679.3750,987.0000,560131.7500
3200,1048576,0,ks_bmax_top16,robust_d1_001_d2_012,ldpcdense,55,43,12,6,8,96.5000,125,96.5000,14110.3750,10910.3750,329321.1250,157.5000,17673.0000,504000.0000,12552.3750,945.0000,546080.7500
3200,1048576,0,ks_bmax_top16,rs_c001_d50_c128,dense,62,0,62,6,8,42.6250,47,42.6250,17730.8750,14530.8750,152759.2500,110.6250,8155.0000,354000.0000,6124.6875,663.7500,383474.3125
3200,1048576,0,ks_bmax_top16,rs_c001_d50_c128,ldpcdense,55,43,12,6,8,42.6250,47,42.6250,17730.8750,14530.8750,152759.2500,103.6250,17673.0000,331600.0000,5374.8125,621.7500,369800.4375
3200,1048576,0,ks_bmax_top16,rs_c003_d10_c128,dense,62,0,62,6,8,41.5000,63,41.5000,18962.5000,15762.5000,150371.0000,109.5000,8155.0000,350400.0000,6038.2500,657.0000,381012.7500
3200,1048576,0,ks_bmax_top16,rs_c003_d10_c128,ldpcdense,55,43,12,6,8,41.5000,63,41.5000,18962.5000,15762.5000,150371.0000,102.5000,17673.0000,328000.0000,5296.2500,615.0000,367346.7500
3200,1048576,1,ks_bmax_top16,policy,dense,62,0,62,6,8,76.0000,90,77.0000,13353.8750,10152.8750,259258.8750,144.0000,8155.0000,460800.0000,10395.0000,864.0000,490366.8750
3200,1048576,1,ks_bmax_top16,policy,ldpcdense,55,43,12,6,8,76.0000,90,77.0000,13353.8750,10152.8750,259258.8750,137.0000,17673.0000,438400.0000,9411.5000,822.0000,476459.3750
3200,1048576,1,ks_bmax_top16,lt_m1_c16,dense,62,0,62,6,8,137.3750,147,138.3750,11282.1250,8081.1250,466764.3750,205.3750,8155.0000,657200.0000,21126.4375,1232.2500,695794.8125
3200,1048576,1,ks_bmax_top16,lt_m1_c16,ldpcdense,55,43,12,6,8,137.3750,147,138.3750,11282.1250,8081.1250,466764.3750,198.3750,17673.0000,634800.0000,19713.3125,1190.2500,681457.6875
3200,1048576,1,ks_bmax_top16,lt_m1_c32,dense,62,0,62,6,8,76.0000,90,77.0000,13353.8750,10152.8750,259258.8750,144.0000,8155.0000,460800.0000,10395.0000,864.0000,490366.8750
3200,1048576,1,ks_bmax_top16,lt_m1_c32,ldpcdense,55,43,12,6,8,76.0000,90,77.0000,13353.8750,10152.8750,259258.8750,137.0000,17673.0000,438400.0000,9411.5000,822.0000,476459.3750
3200,1048576,1,ks_bmax_top16,lt_m1_c64,dense,62,0,62,6,8,47.6250,55,48.6250,15374.6250,12173.6250,166917.1250,115.6250,8155.0000,370000.0000,6698.4375,693.7500,397720.8125
3200,1048576,1,ks_bmax_top16,lt_m1_c64,ldpcdense,55,43,12,6,8,47.6250,55,48.6250,15374.6250,12173.6250,166917.1250,108.6250,17673.0000,347600.0000,5913.5625,651.7500,384011.9375
3200,1048576,1,ks_bmax_top16,lt_m2_c96,dense,62,0,62,6,8,39.6250,48,40.6250,16667.2500,13466.2500,141916.7500,107.6250,8155.0000,344400.0000,5811.9375,645.7500,372478.9375
3200,1048576,1,ks_bmax_top16,lt_m2_c96,ldpcdense,55,43,12,6,8,39.6250,48,40.6250,16667.2500,13466.2500,141916.7500,100.6250,17673.0000,322000.0000,5083.0625,603.7500,358826.0625
3200,1048576,1,ks_bmax_top16,lt_m2_c128,dense,62,0,62,6,8,44.3750,65,45.3750,17697.8750,14496.8750,158599.3750,112.3750,8155.0000,359600.0000,6358.5625,674.2500,389284.6875
3200,1048576,1,ks_bmax_top16,lt_m2_c128,ldpcdense,55,43,12,6,8,44.3750,65,45.3750,17697.8750,14496.8750,158599.3750,105.3750,17673.0000,337200.0000,5596.4375,632.2500,375598.5625
3200,1048576,1,ks_bmax_top16,lt_m2_c256,dense,62,0,62,6,8,39.8750,51,40.8750,19734.7500,16533.7500,145823.0000,107.8750,8155.0000,345200.0000,5848.1875,647.2500,376384.1875
